id,area,area_sqft,lot_size_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price
47054,NorthNazimabad,1319,3204,3,2,3,4,46,8.2,5.44,6.29,375668
47055,FB Area,672,1454,1,1,2,0,11,7.11,8.66,5.16,108369
47056,PECHS,1483,2370,2,1,3,2,17,5.74,8.5,8.61,349746
47057,FB Area,1769,4948,4,3,3,1,2,5.4,8.15,6.36,303826
47058,NayaNazimabad,1146,2294,1,1,2,1,7,20.96,,7.76,190562
47059,NorthNazimabad,1059,3622,2,1,3,1,13,26.07,2.39,,227633
47060,NorthNazimabad,1825,4828,3,2,3,0,17,13.13,7.08,4.85,468874
47061,Clifton,1752,3791,2,1,3,0,2,1.87,7.35,7.01,460928
47062,NorthNazimabad,1641,2569,2,1,3,1,16,11.44,6.06,5.79,339406
47063,NayaNazimabad,1040,3107,1,1,3,0,15,,8.64,9.14,256787
47064,PECHS,1563,5260,1,1,1,2,33,0.43,,5.39,294230
47065,Clifton,1400,4242,2,1,3,0,18,3.26,8.86,,443356
47066,FB Area,1852,2368,3,3,3,0,10,5.61,2.89,4.34,245105
47067,PECHS,1465,3034,2,1,2,1,2,17.33,5.06,4.04,330101
47068,PECHS,1777,5399,3,2,3,1,2,,7.54,4.85,374595
47069,NorthNazimabad,1014,1732,1,1,1,0,10,,5.95,6.13,297524
47070,NorthNazimabad,962,3324,2,1,2,2,12,0.24,6.85,5.17,304043
47071,FB Area,2135,2958,5,4,3,0,48,5.88,7.11,6.04,393496
47072,FB Area,2259,5265,4,3,2,0,11,1.71,4.77,5.46,364589
47073,PECHS,1564,3196,2,2,2,3,5,3.61,,4.67,395539
47074,PECHS,1817,5890,3,1,1,1,2,33.33,,8.32,332476
47075,FB Area,1530,4621,3,2,3,2,23,16.66,7.61,,326360
47076,NorthNazimabad,2458,3898,5,4,2,0,11,0.2,5.35,,772699
47077,Clifton,1678,5450,4,3,2,1,76,0.53,7.23,6.63,377732
47078,PECHS,1501,4715,3,2,1,1,37,0.86,6.68,,305301
47079,NorthNazimabad,2380,3338,5,4,2,1,9,1.44,8.83,6.26,751170
47080,PECHS,1336,2821,2,1,3,1,8,2.05,6.0,4.73,342310
47081,NorthNazimabad,1894,4863,4,3,3,0,46,17.07,9.66,8.28,546113
47082,PECHS,1171,3796,2,1,1,0,5,0.68,7.56,4.08,232368
47083,PECHS,2199,5185,3,2,2,0,1,20.73,8.13,7.34,427500
47084,PECHS,2289,5294,3,3,1,1,5,3.54,4.74,3.38,460539
47085,NorthNazimabad,1027,3215,2,1,2,1,27,13.36,6.9,7.74,319245
47086,PECHS,933,2745,1,1,1,3,46,7.98,,5.37,235835
47087,FB Area,1973,5445,3,2,2,0,15,9.68,5.94,5.57,306053
47088,PECHS,2964,3942,4,3,2,1,16,,6.79,4.2,600881
47089,NorthNazimabad,2330,3681,4,4,1,0,1,23.62,,,604004
47090,FB Area,1673,5316,2,2,2,0,1,5.06,,6.12,342599
47091,PECHS,1287,3345,3,3,2,0,13,11.97,7.45,3.62,336575
47092,FB Area,1070,3647,2,2,1,3,29,7.91,8.74,6.15,195200
47093,NorthNazimabad,2230,4969,3,3,2,2,10,2.82,4.5,6.81,541197
47094,FB Area,2354,5652,4,3,3,1,5,1.58,6.05,7.11,454509
47095,PECHS,1421,4693,1,1,2,3,45,10.47,,,364922
47096,FB Area,1652,3779,3,2,3,2,42,5.74,7.66,2.57,289424
47097,NayaNazimabad,1828,5259,2,1,3,1,2,5.53,6.06,5.47,481254
47098,PECHS,2888,4820,6,6,2,1,16,9.57,4.19,9.0,726220
47099,FB Area,1839,3882,3,2,3,0,3,2.99,9.75,7.64,293626
47100,Clifton,1211,3430,1,1,2,2,31,0.64,9.63,9.52,323913
47101,PECHS,1106,3007,2,1,1,0,25,7.7,6.03,3.96,285510
47102,Clifton,1253,3993,1,1,3,1,44,11.4,,6.01,281164
47103,Clifton,2558,7060,5,4,3,0,3,2.06,6.86,,660917
47104,Clifton,2108,3765,4,4,3,2,15,4.27,,5.62,733448
47105,PECHS,1593,5334,2,1,2,2,9,1.95,8.15,1.39,378486
47106,PECHS,400,588,1,1,3,1,8,1.94,7.4,4.71,88691
47107,FB Area,1288,1762,3,2,1,1,43,1.01,5.82,6.04,163795
47108,FB Area,2006,3889,4,3,2,1,15,0.38,,5.24,374874
47109,NorthNazimabad,2011,6607,2,1,3,3,7,2.65,10.0,1.63,488244
47110,NorthNazimabad,2006,2774,4,3,2,1,39,2.57,6.55,8.03,594760
47111,FB Area,992,1480,1,1,2,0,3,1.02,7.73,4.48,189196
47112,Clifton,1906,5903,4,4,2,0,10,2.87,7.29,,630579
47113,PECHS,1214,3008,2,2,2,0,25,1.43,10.0,7.97,308525
47114,FB Area,1801,3401,3,2,1,0,8,2.43,9.77,7.75,284636
47115,NorthNazimabad,1339,1670,2,1,3,0,15,1.08,,3.75,311801
47116,PECHS,2442,3650,4,4,1,0,14,0.49,7.39,,471392
47117,NayaNazimabad,2002,3633,4,3,3,1,10,8.99,7.47,5.52,540584
47118,NorthNazimabad,1714,5190,4,3,1,0,56,13.28,,,539958
47119,Clifton,2628,3715,5,5,3,1,50,24.71,7.42,6.04,694341
47120,NayaNazimabad,1577,4197,3,1,1,1,40,3.89,6.84,7.36,442137
47121,FB Area,951,1819,1,1,2,1,5,15.82,8.08,7.62,166655
47122,NorthNazimabad,2434,6924,4,3,1,1,32,6.92,3.69,7.73,488130
47123,FB Area,1951,5120,4,3,2,0,9,0.31,,2.74,354399
47124,NayaNazimabad,1609,2719,3,2,3,0,20,2.04,7.95,,417829
47125,NayaNazimabad,1414,4248,2,1,1,0,8,22.22,8.99,3.7,404111
47126,PECHS,2106,5672,5,4,3,0,5,20.9,5.79,,427254
47127,NorthNazimabad,2288,4842,5,4,2,0,7,0.45,7.27,9.58,552671
47128,NayaNazimabad,1340,1789,1,1,2,0,19,0.53,9.63,3.29,277902
47129,Clifton,2139,7094,3,3,3,0,80,2.74,9.01,3.84,485312
47130,NayaNazimabad,1950,3297,3,2,3,2,35,1.0,,4.6,462622
47131,Clifton,1302,3543,2,2,2,0,45,3.45,4.25,3.02,316694
47132,NorthNazimabad,1802,3406,2,1,2,1,31,50.74,,9.33,296221
47133,NayaNazimabad,1472,3225,2,1,2,2,13,1.29,,5.64,336228
47134,Clifton,2544,6744,4,3,2,0,17,14.25,8.6,5.16,683770
47135,NorthNazimabad,1411,4743,4,3,2,0,24,9.8,,7.32,377709
47136,PECHS,2705,8578,5,5,2,0,64,12.57,7.68,8.75,487373
47137,PECHS,1879,6156,5,4,2,1,7,0.2,6.6,6.31,428907
47138,NorthNazimabad,753,2399,1,1,3,1,12,4.86,10.0,2.5,292018
47139,NorthNazimabad,496,1599,1,1,2,2,5,0.55,,3.21,199621
47140,NayaNazimabad,1675,5354,3,2,1,1,1,4.0,8.03,6.83,453562
47141,PECHS,2600,6618,4,3,1,0,3,13.81,,4.08,490998
47142,PECHS,2538,7427,4,3,2,1,17,38.52,9.32,3.18,617062
47143,NorthNazimabad,1900,5428,3,3,1,1,73,43.92,6.18,1.94,479480
47144,FB Area,1358,3864,2,1,3,1,5,3.29,9.53,4.64,253709
47145,NorthNazimabad,1550,5314,3,3,2,0,30,1.96,3.77,6.9,469877
47146,FB Area,1924,6699,3,2,2,3,31,1.11,5.34,5.97,389443
47147,PECHS,2452,7948,4,4,2,1,22,19.0,5.73,,487824
47148,PECHS,2142,5566,4,3,1,0,19,1.72,6.08,6.25,484163
47149,FB Area,2381,7917,3,2,2,2,80,32.57,5.45,4.55,359424
47150,PECHS,2186,4244,4,3,2,2,12,,,4.55,552470
47151,FB Area,2363,4795,4,3,2,0,3,10.12,8.04,6.14,412679
47152,NorthNazimabad,443,1482,1,1,3,0,28,1.87,,2.08,141173
47153,PECHS,1264,2545,2,1,2,1,18,1.59,8.51,5.15,381835
47154,PECHS,1137,1523,1,1,2,1,44,11.73,8.73,3.37,235546
47155,NorthNazimabad,1080,2991,2,2,1,1,49,4.68,,6.53,309033
47156,PECHS,1803,6252,2,1,1,1,0,8.73,6.16,,363139
47157,Clifton,932,2805,2,1,1,1,3,1.39,7.68,2.23,348956
47158,NorthNazimabad,1234,3742,1,1,1,2,4,11.16,6.99,7.04,342761
47159,NorthNazimabad,1741,3806,3,2,3,1,26,1.77,6.64,5.71,496032
47160,FB Area,838,2256,1,1,1,1,17,24.41,3.59,4.88,182574
47161,PECHS,1508,3451,3,2,3,1,21,13.91,3.9,6.68,312651
47162,Clifton,2183,6442,4,4,2,0,3,1.81,8.46,3.74,626215
47163,PECHS,1065,3679,1,1,3,1,65,0.68,9.38,3.45,206531
47164,NorthNazimabad,2278,5743,2,2,1,0,13,0.2,7.2,6.99,492210
47165,PECHS,1316,1953,1,1,1,2,9,12.23,6.32,10.0,273994
47166,Clifton,1963,6751,3,2,3,0,14,5.34,6.34,5.35,595548
47167,NorthNazimabad,1136,3610,1,1,2,0,22,3.83,,3.79,296769
47168,PECHS,2072,2758,2,2,2,2,29,4.26,9.81,,531245
47169,FB Area,1618,2436,2,2,1,0,12,10.64,6.3,6.57,245500
47170,PECHS,2080,3610,4,3,2,1,37,5.12,9.3,3.44,485386
47171,FB Area,1473,3552,3,3,1,0,0,0.96,,2.8,289890
47172,FB Area,2134,6078,3,2,2,2,3,7.19,6.1,9.2,315562
47173,NorthNazimabad,2308,7329,4,4,2,0,8,3.73,,4.52,639011
47174,PECHS,1872,6471,3,2,2,0,12,8.34,,,416694
47175,Clifton,1512,3034,2,1,3,1,39,2.54,6.16,6.32,312157
47176,PECHS,1660,3519,4,3,3,1,38,6.99,7.71,7.33,398049
47177,FB Area,1041,1311,2,1,2,1,18,1.12,8.4,,172841
47178,NorthNazimabad,1922,5425,3,3,3,0,12,8.02,,2.97,456884
47179,NorthNazimabad,2174,5992,2,2,3,3,13,12.13,6.56,6.1,434687
47180,PECHS,2740,5502,5,4,2,0,26,12.85,,1.66,540596
47181,NorthNazimabad,2585,7902,3,1,3,0,25,1.28,8.74,2.57,564271
47182,PECHS,1214,1565,2,1,2,0,30,15.97,9.05,1.46,290570
47183,PECHS,1927,4549,3,2,1,1,39,4.89,9.95,5.14,406458
47184,FB Area,1720,2081,2,2,1,0,22,10.62,7.15,4.55,317078
47185,NorthNazimabad,2531,3325,4,3,3,2,1,47.96,10.0,3.04,543735
47186,PECHS,1374,4454,3,2,1,0,2,23.14,9.57,6.91,329122
47187,NorthNazimabad,2327,4048,5,4,2,1,5,2.21,9.22,5.39,630139
47188,NorthNazimabad,1208,2958,3,3,2,0,5,20.17,4.79,5.71,324359
47189,PECHS,1736,3651,3,2,1,2,8,40.76,5.11,4.92,403225
47190,FB Area,1269,3481,1,1,2,3,5,9.32,5.98,,216416
47191,PECHS,621,832,1,1,2,2,33,18.82,8.97,,232843
47192,PECHS,1257,2019,2,2,3,1,1,1.36,8.73,4.48,371997
47193,PECHS,1645,5611,3,3,2,0,9,4.3,5.23,5.33,421804
47194,PECHS,2656,4713,5,4,2,1,2,5.9,4.26,5.57,594458
47195,Clifton,1148,2459,2,1,3,0,10,8.73,,6.79,274143
47196,PECHS,1437,4977,3,2,3,1,24,4.58,,3.67,307555
47197,PECHS,936,1238,1,1,2,1,12,2.46,1.97,1.0,209108
47198,NayaNazimabad,2493,7882,4,3,1,0,27,6.55,5.34,3.73,584839
47199,FB Area,1524,4630,2,1,3,1,3,3.64,8.24,2.51,262884
47200,Clifton,1597,4207,4,3,2,3,3,1.49,,,450778
47201,PECHS,1591,5138,3,2,1,4,11,12.65,4.36,,384824
47202,NayaNazimabad,630,2008,1,1,1,3,29,11.28,5.71,4.81,214821
47203,Clifton,920,2952,2,1,2,0,6,14.6,5.87,7.31,236996
47204,PECHS,1229,3799,3,2,2,0,18,7.99,4.52,6.99,273658
47205,Clifton,2170,6015,2,1,2,1,1,4.99,6.31,6.13,653808
47206,PECHS,400,1047,1,1,1,2,17,4.62,6.54,6.43,170931
47207,NorthNazimabad,2125,5752,3,3,2,0,11,0.2,6.04,6.67,528740
47208,PECHS,2006,5400,4,2,3,3,33,10.61,7.71,7.47,416385
47209,NayaNazimabad,711,1472,2,2,2,2,12,1.4,5.58,5.39,209462
47210,FB Area,1610,5449,3,2,1,2,5,4.62,5.35,4.5,387603
47211,NorthNazimabad,2498,3349,6,5,1,0,3,11.01,6.08,,802769
47212,FB Area,1158,3230,2,1,2,1,79,3.69,9.25,5.41,162589
47213,NorthNazimabad,1469,3369,2,2,1,0,22,8.62,4.96,,429370
47214,PECHS,3457,6801,6,5,3,1,1,9.12,7.44,4.52,727505
47215,PECHS,1996,4914,4,3,1,0,11,10.25,8.01,3.03,543450
47216,PECHS,1645,4024,3,2,3,0,6,6.7,8.05,,347010
47217,NorthNazimabad,1514,1947,1,1,1,3,28,10.5,5.96,2.93,456687
47218,Clifton,2024,3466,3,2,1,2,18,5.6,7.75,1.76,504293
47219,PECHS,2211,3521,3,2,1,2,8,4.6,7.73,1.26,495549
47220,NorthNazimabad,507,1182,1,1,3,2,10,16.89,9.6,,212812
47221,NorthNazimabad,460,1051,1,1,2,0,12,11.96,7.86,6.87,119307
47222,PECHS,1201,2116,2,1,1,2,16,8.85,9.9,2.91,340986
47223,NayaNazimabad,1708,2597,3,2,2,2,7,0.2,6.95,,473186
47224,Clifton,1845,3221,3,3,3,1,3,3.8,,4.15,494753
47225,FB Area,778,1398,1,1,3,0,11,6.61,5.47,5.28,72033
47226,PECHS,1677,3090,3,2,1,0,7,17.52,8.82,4.54,405773
47227,NorthNazimabad,1757,3462,3,1,3,0,1,3.78,8.14,1.98,494673
47228,PECHS,1290,4095,2,1,1,0,16,15.1,5.22,2.34,322193
47229,NorthNazimabad,1479,3161,2,1,2,1,4,14.2,8.74,6.87,335326
47230,NorthNazimabad,1364,1858,2,1,2,1,38,9.48,7.6,2.39,398380
47231,PECHS,2079,5300,4,4,2,0,1,11.95,10.0,,443947
47232,FB Area,1804,4633,3,1,3,0,3,14.79,5.27,,242385
47233,NayaNazimabad,1115,3885,2,2,1,1,11,15.47,7.14,6.63,376981
47234,FB Area,2373,5097,4,4,2,2,8,6.48,5.14,7.79,425276
47235,FB Area,980,2979,1,1,1,0,16,0.38,4.89,5.74,158159
47236,PECHS,772,2097,1,1,3,0,12,5.46,6.21,1.0,151634
47237,FB Area,1653,4327,4,4,1,0,4,8.62,,5.86,358634
47238,NorthNazimabad,1650,5069,2,2,1,1,7,2.93,9.27,,484243
47239,NorthNazimabad,1844,5533,4,3,3,0,0,5.83,3.75,3.18,452077
47240,NayaNazimabad,1091,3575,3,2,3,4,4,5.58,7.13,2.31,345949
47241,PECHS,2336,4572,3,2,2,0,12,2.15,6.46,4.6,476930
47242,NayaNazimabad,2829,3511,5,4,3,0,7,2.46,10.0,,615794
47243,NorthNazimabad,1787,4425,3,2,2,1,1,20.67,,5.76,516183
47244,PECHS,1990,6401,4,3,2,0,10,3.91,,,546589
47245,PECHS,531,821,1,1,2,0,62,6.58,5.3,1.5,58133
47246,PECHS,1539,3788,2,1,1,0,12,10.59,,4.84,297645
47247,PECHS,1382,1701,3,2,1,2,22,3.45,10.0,6.97,331791
47248,Clifton,1285,4321,3,2,1,2,1,1.32,5.3,5.79,369050
47249,Clifton,1405,4674,2,1,3,1,12,,9.35,6.6,451084
47250,PECHS,1465,2426,2,1,1,0,28,12.3,7.1,4.72,293317
47251,NayaNazimabad,927,2077,1,1,1,0,1,6.42,9.25,6.09,281276
47252,NorthNazimabad,1508,4016,3,3,1,1,8,2.12,,6.76,411757
47253,PECHS,1175,3062,2,1,2,0,42,4.7,,8.75,289025
47254,NorthNazimabad,2273,5165,3,3,3,1,10,7.39,7.79,8.0,621452
47255,PECHS,1998,6634,3,3,2,2,29,16.14,10.0,3.76,499039
47256,FB Area,1999,3224,3,2,3,1,8,2.1,,6.44,308006
47257,FB Area,2386,6067,4,3,3,0,2,8.35,8.89,6.76,358854
47258,FB Area,1304,3041,2,1,1,1,40,0.82,9.48,,238066
47259,FB Area,1962,5909,3,2,1,2,1,6.35,10.0,6.52,403045
47260,PECHS,2442,3380,4,3,3,2,6,0.79,4.5,1.0,537896
47261,PECHS,1262,3739,2,1,2,0,19,3.03,2.91,6.37,224592
47262,FB Area,582,1359,1,1,3,0,1,4.24,,,176034
47263,Clifton,1386,4631,3,2,3,1,3,1.52,8.33,6.42,506184
47264,NorthNazimabad,2374,6687,4,3,1,0,1,15.79,,6.6,642202
47265,FB Area,1228,2277,3,2,1,1,44,14.99,6.19,3.25,199727
47266,NorthNazimabad,1521,4277,3,3,1,3,9,0.2,6.89,5.57,419606
47267,NorthNazimabad,1332,4144,1,1,2,3,8,27.14,,3.38,391277
47268,NayaNazimabad,1686,2572,3,2,2,1,16,11.88,9.65,,489283
47269,PECHS,1171,2255,2,1,1,1,16,5.49,8.03,,296511
47270,Clifton,910,1799,1,1,3,1,11,1.75,,4.73,255935
47271,NorthNazimabad,1535,2032,4,3,2,1,13,4.01,7.0,4.17,368922
47272,PECHS,1638,4266,3,3,2,1,75,8.35,,8.46,316399
47273,NorthNazimabad,2470,3878,4,3,1,1,5,1.16,8.99,1.66,785513
47274,PECHS,1840,2398,3,2,3,1,5,11.0,6.96,2.76,464262
47275,NorthNazimabad,1097,1689,3,2,1,1,28,1.87,7.94,5.46,390231
47276,FB Area,1361,4497,2,1,3,4,9,3.32,6.53,3.77,270700
47277,PECHS,2228,3299,4,4,3,0,11,1.14,6.14,4.81,431040
47278,PECHS,1546,2437,3,1,2,1,37,2.64,8.33,5.38,341622
47279,PECHS,1144,2157,2,1,1,2,9,7.53,,5.66,267044
47280,Clifton,1849,4663,4,3,2,0,31,1.26,7.23,1.48,478979
47281,NorthNazimabad,1326,4619,2,1,1,1,66,5.6,5.69,,349684
47282,PECHS,2087,6457,3,2,1,0,24,25.89,,7.92,426520
47283,FB Area,2018,3780,4,4,1,0,4,2.99,4.05,5.43,285905
47284,FB Area,1112,2895,1,1,2,4,10,4.39,6.69,8.96,277796
47285,PECHS,2871,8567,5,4,1,1,3,13.26,,3.81,712048
47286,PECHS,1726,2935,3,2,1,0,44,4.55,9.99,4.51,443366
47287,PECHS,400,879,1,1,1,1,22,2.65,7.82,1.0,178777
47288,FB Area,2028,2459,4,4,2,0,28,2.35,4.82,3.15,426283
47289,PECHS,400,1366,1,1,1,2,0,19.79,7.33,3.51,131591
47290,NayaNazimabad,2424,4325,3,2,2,0,2,27.92,,4.92,579177
47291,Clifton,1834,2742,4,4,3,1,3,12.14,5.92,4.23,536393
47292,FB Area,1712,4026,3,2,3,0,25,2.66,4.36,6.93,310415
47293,NayaNazimabad,1749,5616,3,2,3,3,32,0.2,,2.75,516700
47294,FB Area,2101,6680,4,4,1,2,32,17.32,7.53,5.66,385114
47295,PECHS,1461,2481,3,2,1,0,43,0.95,7.14,5.51,372853
47296,NorthNazimabad,1743,4437,2,1,1,2,18,23.21,,,393263
47297,FB Area,1820,4759,4,4,1,1,27,5.64,6.66,3.56,398260
47298,FB Area,400,1074,1,1,2,1,38,6.24,6.63,7.37,56716
47299,PECHS,2106,6659,3,2,3,3,7,2.28,7.69,,520477
47300,PECHS,2207,6860,4,3,3,1,10,1.27,7.64,8.12,574629
47301,FB Area,2020,6772,4,4,1,3,16,15.47,7.51,6.58,411735
47302,PECHS,1978,6325,4,3,3,0,13,2.83,6.58,3.53,457667
47303,PECHS,2707,3285,4,3,2,1,12,17.1,7.01,7.96,498776
47304,NayaNazimabad,1723,5196,3,2,1,1,37,,4.94,,477358
47305,PECHS,1743,5617,3,2,2,1,21,0.41,6.7,2.74,465637
47306,NorthNazimabad,1358,1896,3,1,3,1,18,9.72,5.54,6.02,378756
47307,FB Area,601,1103,1,1,2,1,8,5.23,3.82,5.0,109350
47308,FB Area,2024,4810,2,1,1,0,5,3.1,8.37,10.0,302197
47309,FB Area,1422,2441,2,1,2,2,4,1.4,9.5,3.27,293802
47310,FB Area,594,1728,1,1,1,0,6,1.64,,1.0,165069
47311,FB Area,1704,3103,4,4,1,1,8,0.33,,5.62,347014
47312,PECHS,1687,3256,2,1,2,3,80,4.9,4.27,5.3,258697
47313,PECHS,1611,4457,2,2,2,1,80,0.63,4.23,3.21,351308
47314,NorthNazimabad,1830,6073,2,1,3,1,16,16.01,4.41,3.63,436497
47315,NorthNazimabad,812,1113,2,2,1,1,2,7.61,,1.42,249558
47316,NorthNazimabad,2344,5680,3,3,3,1,15,2.36,5.96,4.9,607071
47317,NorthNazimabad,2009,5341,5,4,3,0,4,3.88,7.43,3.57,628761
47318,PECHS,2495,4038,4,3,1,1,9,4.02,,1.15,579851
47319,Clifton,1416,4351,2,1,3,2,5,6.31,,9.74,393841
47320,NorthNazimabad,2007,3460,4,3,1,0,9,4.13,,4.06,502521
47321,PECHS,628,1567,1,1,2,1,15,3.88,9.06,6.93,187031
47322,PECHS,1249,4370,3,2,3,1,9,2.55,,6.29,312758
47323,NorthNazimabad,926,1156,2,1,3,0,20,10.26,,4.32,227598
47324,NorthNazimabad,1905,5412,3,3,2,0,10,3.94,7.31,3.89,545970
47325,Clifton,1086,2090,1,1,3,1,18,8.81,,4.0,326878
47326,NorthNazimabad,1487,3479,3,2,2,1,12,20.91,7.72,4.67,524812
47327,FB Area,1747,4158,4,4,2,2,10,24.71,7.35,1.2,368956
47328,NorthNazimabad,1505,4563,3,2,3,1,12,10.54,7.21,5.04,351015
47329,FB Area,959,1373,3,2,1,0,7,1.99,4.09,5.56,174057
47330,Clifton,2737,6243,6,5,1,2,24,1.68,4.51,5.61,715623
47331,NorthNazimabad,1818,5936,2,3,1,0,21,8.37,7.12,6.25,437017
47332,PECHS,2742,5963,5,5,1,2,20,1.48,,5.48,608550
47333,PECHS,1130,3843,2,2,1,0,13,12.75,9.12,3.64,277626
47334,NorthNazimabad,1524,4695,3,2,3,1,30,7.48,,4.64,385674
47335,NorthNazimabad,1801,5130,3,2,2,1,10,8.36,5.19,3.66,439712
47336,NorthNazimabad,2668,5955,5,4,2,2,12,1.4,8.14,1.49,808348
47337,Clifton,2738,4626,3,3,1,0,14,7.73,5.78,2.85,694803
47338,FB Area,1489,2971,3,2,1,2,1,7.11,10.0,4.65,284630
47339,PECHS,1311,4420,3,2,2,2,28,0.73,6.1,4.8,290109
47340,Clifton,1746,3715,3,3,1,1,29,5.61,6.31,5.41,554029
47341,Clifton,2469,8258,4,2,2,0,8,17.92,6.33,,807840
47342,NorthNazimabad,1831,4931,3,2,1,2,15,2.13,5.75,4.71,454725
47343,NorthNazimabad,1940,2629,3,3,2,0,11,8.43,7.04,9.92,537071
47344,FB Area,2464,5669,4,3,1,0,39,15.88,3.3,,437910
47345,Clifton,2367,8125,4,3,1,1,48,6.94,10.0,,680175
47346,FB Area,2390,3915,3,2,2,1,14,8.35,4.34,3.62,402229
47347,PECHS,2173,4862,2,1,2,0,33,8.57,8.35,3.23,388223
47348,NorthNazimabad,2611,7508,5,4,2,1,2,27.7,9.28,6.22,774289
47349,PECHS,1071,3251,1,1,3,1,0,2.78,,5.14,223953
47350,PECHS,3150,10943,5,4,3,0,17,2.17,7.88,5.75,706945
47351,FB Area,2436,7720,4,2,3,1,5,2.12,8.88,2.96,425369
47352,PECHS,1704,5092,2,2,1,0,1,8.67,7.76,4.42,455551
47353,PECHS,2466,6946,5,5,3,0,34,3.54,6.66,3.65,569410
47354,PECHS,1592,3847,3,3,2,0,5,5.01,4.21,4.07,325049
47355,PECHS,2085,6964,3,2,2,1,35,10.14,6.77,5.02,432588
47356,FB Area,2155,3824,3,2,1,0,9,2.46,4.47,,323105
47357,NayaNazimabad,2317,3181,5,5,1,1,7,6.32,,3.2,559550
47358,PECHS,1524,3644,3,2,1,1,80,2.94,5.53,5.45,321515
47359,FB Area,2330,4537,5,4,2,1,0,5.71,5.97,6.39,336944
47360,NorthNazimabad,1535,2802,2,1,2,0,59,12.26,7.84,,325818
47361,PECHS,2239,6698,3,2,3,0,10,23.13,6.35,7.15,468510
47362,PECHS,1789,2410,2,2,2,2,3,0.98,5.45,7.34,396980
47363,PECHS,706,2010,2,1,1,1,3,4.94,6.2,4.92,242656
47364,PECHS,1358,4527,1,1,3,0,59,7.18,4.33,1.16,244744
47365,NayaNazimabad,2309,7312,5,5,3,2,23,0.64,6.18,3.62,596551
47366,NayaNazimabad,1618,5361,3,3,2,1,4,21.5,5.24,2.81,403744
47367,NayaNazimabad,2528,4705,4,4,3,0,18,1.23,5.23,6.75,544536
47368,PECHS,1072,1303,1,1,2,0,9,2.79,4.87,8.27,272091
47369,PECHS,2218,3053,3,3,2,1,24,18.34,5.56,3.67,419220
47370,NorthNazimabad,1771,3401,3,2,2,1,23,6.85,,3.5,555450
47371,Clifton,1652,5412,2,2,3,3,11,16.16,5.19,3.66,466694
47372,PECHS,1093,1401,3,2,2,1,22,5.01,8.47,8.38,245860
47373,FB Area,1926,5916,4,4,3,3,9,9.25,6.23,2.41,362031
47374,PECHS,1195,3232,2,2,2,2,7,2.45,7.3,5.0,328621
47375,PECHS,1418,4131,3,3,1,2,58,1.85,5.25,5.21,346326
47376,PECHS,1716,5521,2,2,2,1,63,3.25,,3.14,446752
47377,NorthNazimabad,1581,5457,2,1,3,2,30,4.7,,7.92,376262
47378,PECHS,2417,6378,4,3,1,0,39,4.04,9.88,10.0,485705
47379,NorthNazimabad,400,1228,1,1,2,1,18,3.86,9.45,5.1,190188
47380,FB Area,1693,3078,3,3,1,2,3,2.76,,6.24,401308
47381,NorthNazimabad,1582,5277,2,1,2,3,16,,7.36,7.77,372363
47382,NorthNazimabad,1795,4114,3,2,3,0,7,4.38,,3.32,473606
47383,Clifton,1473,1863,2,1,2,1,1,3.67,6.39,2.53,394565
47384,FB Area,2414,6166,5,4,2,1,16,2.51,,2.98,563257
47385,PECHS,1645,4763,3,3,1,1,9,4.7,4.15,6.65,396140
47386,NorthNazimabad,1880,4715,4,4,3,1,42,8.51,6.8,4.16,471079
47387,NorthNazimabad,2335,3413,4,3,3,2,28,4.03,6.94,,657947
47388,PECHS,1831,5483,3,3,3,1,12,7.18,3.98,5.95,352373
47389,Clifton,1038,3392,2,2,1,3,11,6.33,5.54,5.38,353810
47390,FB Area,1544,4803,2,2,3,0,20,2.14,7.93,,280975
47391,NorthNazimabad,1726,5889,3,2,2,1,19,3.53,6.6,3.32,424858
47392,NayaNazimabad,812,1356,1,1,1,0,7,5.85,7.33,4.81,189981
47393,FB Area,1373,2454,1,1,3,0,12,20.96,3.79,5.56,161209
47394,NorthNazimabad,1759,2629,4,3,3,1,18,0.58,10.0,7.58,520090
47395,FB Area,3007,9432,5,5,1,1,4,30.14,7.36,2.41,531979
47396,PECHS,2023,3827,2,1,1,3,1,18.29,5.63,5.67,428370
47397,FB Area,1895,5798,3,2,3,0,3,0.45,8.02,2.48,383499
47398,NayaNazimabad,2814,9074,4,4,3,0,37,6.15,6.62,,749932
47399,Clifton,2153,2886,4,3,1,1,0,12.33,7.28,,644455
47400,NorthNazimabad,2237,7654,3,2,3,2,31,3.28,5.63,5.1,603724
47401,NayaNazimabad,1556,2062,3,3,1,2,14,5.7,7.75,5.4,475586
47402,FB Area,1041,2340,2,1,3,1,22,5.19,7.66,,196563
47403,PECHS,1957,5480,3,2,1,0,8,12.23,,4.96,403754
47404,PECHS,2893,4983,5,4,1,0,26,,10.0,2.99,600508
47405,NorthNazimabad,2708,6672,4,3,2,0,12,5.91,4.64,5.23,548967
47406,FB Area,2195,7087,3,2,1,1,20,7.58,8.54,8.51,430789
47407,PECHS,1388,2059,3,2,2,1,5,2.84,,4.42,306409
47408,NorthNazimabad,870,2555,2,2,3,0,34,27.22,4.69,8.2,186720
47409,FB Area,1307,2501,3,2,2,1,6,1.58,6.85,8.11,269325
