id,area_sqft,lot_size_sqft,bedrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price,total_rooms,yard_size_sqft,space_per_room,area_FB Area,area_NayaNazimabad,area_NorthNazimabad,area_PECHS
35178,858,2287,1,2,0,4,5.83,8.95,5.2,177463.0,2,1429,286.0,1,0,0,0
35179,2068,4989,3,3,2,27,0.34,6.28,5.83,473882.0,5,2921,344.6666666666667,0,0,0,1
35180,1145,1387,1,3,3,27,13.7,6.952173913043478,6.67,335339.0,2,242,381.6666666666667,0,1,0,0
35181,2704,3448,5,1,2,9,3.5,7.0,3.78,476141.0,9,744,270.4,1,0,0,0
35182,1634,2682,2,2,1,38,14.62,7.22,4.98,351825.0,4,1048,326.8,0,0,1,0
35183,1513,4952,3,2,0,18,5.5,6.952173913043478,6.35,401930.0,5,3439,252.16666666666666,0,0,0,1
35184,2117,4597,3,1,0,11,12.54,6.952173913043478,3.36,517098.0,5,2480,352.8333333333333,0,0,1,0
35185,1196,3213,2,2,0,1,5.43,6.03,4.54,195741.0,3,2017,299.0,0,0,1,0
35186,2145,6616,4,3,1,4,0.29,9.45,4.98,565586.0,7,4471,268.125,0,0,0,1
35187,1511,4841,3,3,1,12,1.44,7.13,6.32,458905.0,5,3330,251.83333333333334,0,1,0,0
35188,1443,3067,3,3,1,2,10.32,7.06,5.6,374808.0,5,1624,240.5,0,1,0,0
35189,1747,3967,3,3,0,30,2.02,7.04,4.04,505720.0,6,2220,249.57142857142858,0,0,0,1
35190,1146,2929,2,1,2,2,11.25,6.952173913043478,4.4,329538.0,3,1783,286.5,0,0,1,0
35191,1685,3705,4,2,0,15,24.36,6.59,4.98,261818.0,7,2020,210.625,1,0,0,0
35192,2004,6468,3,3,0,2,0.24,6.7,6.84,600565.0,6,4464,286.2857142857143,0,0,1,0
35193,415,1282,1,3,1,2,6.97,8.28,5.06,133583.0,2,867,138.33333333333334,1,0,0,0
35194,2455,3864,3,3,2,26,24.36,6.9,8.17,425008.0,5,1409,409.1666666666667,0,0,0,1
35195,2290,2829,5,2,2,15,3.64,8.43,1.17,599279.0,10,539,208.1818181818182,0,1,0,0
35196,687,1500,1,3,2,7,4.09,8.34,5.05,242286.0,2,813,229.0,0,0,0,1
35197,594,1462,1,3,2,25,4.95,3.94,4.9,191762.0,2,868,198.0,0,0,0,0
35198,2305,4561,3,2,1,35,13.39,6.86,3.51,656730.0,5,2256,384.1666666666667,0,0,1,0
35199,2259,5919,4,1,0,10,3.12,5.98,6.16,535188.0,7,3660,282.375,0,0,0,1
35200,2174,3218,4,2,3,44,1.63,6.952173913043478,6.46,341872.0,7,1044,271.75,1,0,0,0
35201,944,2842,2,1,2,2,14.7,4.57,6.63,264211.0,3,1898,236.0,0,0,0,0
35202,2897,6282,5,2,1,18,5.15,6.952173913043478,2.81,661956.0,9,3385,289.7,0,1,0,0
35203,1347,2733,2,2,0,35,10.08,6.952173913043478,4.98,364192.0,3,1386,336.75,0,1,0,0
35204,1944,3466,2,2,0,8,6.13,6.952173913043478,8.0,319434.0,3,1522,486.0,1,0,0,0
35206,2756,3461,5,1,2,1,1.67,5.98,4.98,694248.0,10,705,250.54545454545453,0,0,0,1
35207,1875,2841,3,2,0,4,5.94,8.15,5.57,301466.0,6,966,267.85714285714283,1,0,0,0
35208,2050,3406,3,2,2,80,0.78,6.952173913043478,7.35,472343.0,5,1356,341.6666666666667,0,0,0,1
35209,1754,3924,2,1,3,3,7.95,6.952173913043478,4.43,464819.0,3,2170,438.5,0,0,0,1
35210,1082,3534,1,2,0,8,21.08,8.42,4.89,182346.0,2,2452,360.6666666666667,1,0,0,0
35211,409,685,2,2,1,24,24.36,9.51,2.86,206692.0,3,276,102.25,0,0,1,0
35212,1820,3784,3,1,2,24,8.26,10.0,2.89,398575.0,5,1964,303.3333333333333,0,0,0,1
35213,953,2299,3,2,1,3,15.01,7.3,4.06,320197.0,5,1346,158.83333333333334,0,0,0,0
35214,2010,6883,4,1,0,63,6.33,9.51,2.49,482412.0,7,4873,251.25,0,0,0,1
35215,1889,6128,4,2,1,8,1.48,9.3,4.98,513640.0,8,4239,209.88888888888889,0,0,1,0
35216,1875,6490,2,1,1,18,0.44,5.43,4.44,404290.0,3,4615,468.75,0,0,1,0
35217,1168,3598,3,2,1,1,8.39,6.23,5.2,297833.0,4,2430,233.6,0,0,0,0
35218,2422,6378,3,2,0,80,18.17,5.87,2.56,491930.0,4,3956,484.4,0,0,0,0
35219,2085,3882,4,2,0,51,4.49,9.24,3.43,578211.0,8,1797,231.66666666666666,0,0,1,0
35220,1091,1958,2,1,2,10,0.2,4.45,3.46,170314.0,3,867,272.75,1,0,0,0
35221,3041,5876,6,2,2,5,7.72,8.42,7.98,743606.0,12,2835,233.92307692307693,0,0,0,1
35222,1674,2968,3,2,2,5,1.36,5.42,5.31,275729.0,5,1294,279.0,1,0,0,0
35223,999,1890,2,3,3,25,14.86,6.952173913043478,5.94,180643.0,3,891,249.75,1,0,0,0
35224,1345,1971,1,3,1,5,9.59,6.19,2.94,285468.0,2,626,448.3333333333333,1,0,0,0
35225,895,2608,1,1,1,1,2.07,7.71,2.77,347973.0,2,1713,298.3333333333333,0,0,1,0
35226,2616,4407,5,2,2,22,0.2,6.2,4.55,455201.0,9,1791,261.6,1,0,0,0
35227,2448,3015,5,2,0,39,9.83,5.09,4.98,493846.0,9,567,244.8,1,0,0,0
35228,2244,6369,4,2,1,30,12.0,5.86,4.98,489930.0,7,4125,280.5,0,0,0,1
35229,2131,6244,3,2,0,70,24.36,6.23,6.58,293803.0,6,4113,304.42857142857144,1,0,0,0
35230,2549,7235,4,2,0,21,14.06,7.76,4.79,376055.0,7,4686,318.625,1,0,0,0
35231,1655,4557,3,1,2,18,10.38,8.95,6.8,447475.0,5,2902,275.8333333333333,0,0,0,1
35232,2054,5786,4,1,0,1,1.88,7.27,2.04,669659.0,7,3732,256.75,0,0,1,0
35233,1313,1727,2,3,2,5,5.82,5.79,1.0,235173.0,3,414,328.25,1,0,0,0
35234,1708,4670,3,1,0,29,22.3,5.57,4.57,457789.0,5,2962,284.6666666666667,0,0,0,1
35235,2070,6016,3,1,0,5,4.65,6.952173913043478,4.27,578112.0,6,3946,295.7142857142857,0,0,1,0
35236,400,614,1,2,1,27,5.44,4.26,7.11,104499.0,2,214,133.33333333333334,0,0,0,1
35237,1428,4029,2,2,3,0,12.47,9.97,2.03,390774.0,4,2601,285.6,0,1,0,0
35238,1899,4954,3,2,1,14,4.7,6.952173913043478,5.14,435324.0,5,3055,316.5,0,0,1,0
35239,1753,2494,3,2,2,6,15.61,5.11,7.83,290819.0,6,741,250.42857142857142,1,0,0,0
35240,1529,4981,2,3,1,17,5.92,9.77,2.69,377910.0,3,3452,382.25,0,0,1,0
35241,2153,5181,3,3,2,6,1.99,7.26,5.79,347962.0,5,3028,358.8333333333333,1,0,0,0
35242,1375,3763,4,1,0,15,6.01,8.85,7.61,512762.0,8,2388,152.77777777777777,0,0,1,0
35243,1067,2486,2,3,0,51,1.05,7.31,4.36,269422.0,3,1419,266.75,0,0,0,1
35244,2510,3597,4,3,0,26,15.53,4.02,1.1,529358.0,6,1087,358.57142857142856,0,1,0,0
35245,2426,5974,4,3,1,65,17.34,6.952173913043478,4.11,516904.0,8,3548,269.55555555555554,0,1,0,0
35246,1441,2545,1,1,1,1,0.58,9.28,5.99,452397.0,2,1104,480.3333333333333,0,0,0,0
35247,1759,4006,3,3,0,1,8.95,5.67,4.98,295626.0,5,2247,293.1666666666667,1,0,0,0
35248,2308,3282,5,3,1,6,2.37,8.99,3.42,633762.0,10,974,209.8181818181818,0,0,0,1
35250,2118,4350,5,1,0,2,8.55,9.34,4.19,352435.0,9,2232,211.8,1,0,0,0
35251,2085,2913,3,3,1,80,2.21,6.952173913043478,3.01,393397.0,5,828,347.5,0,0,1,0
35252,1608,3480,3,2,2,5,1.65,7.11,3.27,359702.0,6,1872,229.71428571428572,1,0,0,0
35253,2110,5150,3,2,1,41,5.76,6.89,3.06,404536.0,5,3040,351.6666666666667,0,0,0,1
35254,1221,2327,2,2,0,43,0.76,10.0,3.07,280515.0,4,1106,244.2,1,0,0,0
35255,2037,3119,3,2,0,11,10.07,6.952173913043478,2.37,382130.0,5,1082,339.5,0,0,0,1
35256,1756,5509,3,1,2,18,11.27,4.23,5.1,346374.0,5,3753,292.6666666666667,0,0,0,1
35257,1584,4119,2,1,0,20,1.2,8.19,3.61,319110.0,3,2535,396.0,0,0,0,1
35258,1052,3617,2,2,1,5,4.4,6.32,8.26,197768.0,3,2565,263.0,1,0,0,0
35259,1879,3928,3,3,0,9,10.47,7.16,4.77,545559.0,5,2049,313.1666666666667,0,0,1,0
35260,1823,3523,4,3,1,7,24.36,6.03,3.45,572743.0,8,1700,202.55555555555554,0,1,0,0
35261,1296,4471,2,2,1,5,5.35,4.22,5.99,357014.0,3,3175,324.0,0,0,1,0
35262,842,2595,1,2,2,1,0.2,6.02,6.57,161264.0,2,1753,280.6666666666667,1,0,0,0
35263,813,1922,2,2,0,23,16.68,8.2,6.76,227470.0,3,1109,203.25,0,1,0,0
35264,1648,5008,2,2,1,4,4.68,6.952173913043478,2.6,415888.0,3,3360,412.0,0,0,1,0
35265,1984,4150,4,3,1,19,18.66,6.71,1.78,482782.0,8,2166,220.44444444444446,0,0,1,0
35266,2910,3513,5,2,0,10,4.52,4.19,4.98,581816.0,10,603,264.54545454545456,0,0,0,1
35267,1773,2799,2,2,3,21,14.74,4.76,1.16,409287.0,3,1026,443.25,0,0,0,1
35268,825,2541,2,3,3,41,6.2,6.02,5.0,237765.0,3,1716,206.25,0,0,0,1
35269,1676,3242,3,3,0,1,3.83,6.952173913043478,4.98,525957.0,5,1566,279.3333333333333,0,0,1,0
35270,2551,4268,5,1,3,5,4.38,6.952173913043478,5.76,542880.0,9,1717,255.1,0,0,0,1
35271,1390,4671,2,2,0,11,6.87,10.0,4.8,404298.0,3,3281,347.5,0,0,0,0
35272,2471,4533,4,3,0,10,16.08,7.27,2.64,626578.0,8,2062,274.55555555555554,0,0,0,1
35273,1905,5341,3,1,0,10,6.27,5.62,4.98,537275.0,6,3436,272.14285714285717,0,0,1,0
35274,2188,5877,6,1,3,0,1.45,6.96,3.2,725195.0,11,3689,182.33333333333334,0,0,0,0
35275,2915,4819,5,2,0,15,0.38,7.89,8.68,787440.0,9,1904,291.5,0,0,1,0
35276,698,1813,1,1,0,7,1.04,6.94,4.98,207913.0,2,1115,232.66666666666666,0,0,0,1
35277,2338,4429,3,3,2,38,3.66,6.952173913043478,3.94,637978.0,5,2091,389.6666666666667,0,0,1,0
35278,1743,3725,3,2,0,19,4.13,7.7,3.22,328081.0,6,1982,249.0,1,0,0,0
35279,1230,2387,2,3,0,3,0.82,10.0,4.98,417444.0,3,1157,307.5,0,0,1,0
35280,1740,3195,4,3,0,37,3.6,7.31,4.92,519041.0,8,1455,193.33333333333334,0,0,1,0
35281,2815,7663,5,3,0,20,6.0,7.55,5.11,507168.0,10,4848,255.9090909090909,1,0,0,0
35282,2601,5008,5,2,1,10,9.47,6.952173913043478,4.98,828416.625,10,2407,236.45454545454547,0,0,0,0
35283,600,1674,1,1,1,16,2.62,6.952173913043478,7.24,200387.0,2,1074,200.0,0,0,0,1
35284,1338,3150,3,1,0,4,0.9,3.630000000000001,3.3,373097.0,5,1812,223.0,0,0,1,0
35285,2366,6803,4,3,0,14,4.99,7.22,4.05,382942.0,7,4437,295.75,1,0,0,0
35286,1787,5833,2,1,1,25,1.34,6.952173913043478,4.98,302857.0,4,4046,357.4,1,0,0,0
35287,1789,5302,2,3,0,26,1.01,9.95,3.83,443187.0,3,3513,447.25,0,0,1,0
35288,859,1038,3,1,0,1,10.94,5.38,5.29,309210.0,5,179,143.16666666666666,0,0,1,0
35289,1353,2750,3,2,0,12,10.66,8.31,4.6,417793.0,6,1397,193.28571428571428,0,0,1,0
35290,985,1932,1,3,2,80,0.2,8.14,9.2,165816.0,2,947,328.3333333333333,0,0,0,1
35291,808,1403,1,2,2,2,13.87,6.952173913043478,8.23,210397.0,2,595,269.3333333333333,0,0,1,0
35292,1045,2351,2,3,1,9,2.36,7.3,5.71,331018.0,3,1306,261.25,0,0,1,0
35293,1243,3404,2,3,0,7,4.95,6.952173913043478,7.66,350821.0,4,2161,248.6,0,0,0,0
35294,1343,3575,1,1,0,56,3.26,9.1,7.07,303057.0,2,2232,447.6666666666667,0,0,1,0
35295,1295,4267,2,3,0,62,1.17,10.0,7.92,367990.0,3,2972,323.75,0,1,0,0
35296,2412,5729,3,1,4,1,4.06,10.0,4.17,609817.0,5,3317,402.0,0,0,1,0
35297,1256,2302,2,2,2,1,3.23,6.952173913043478,1.0,368412.0,4,1046,251.2,0,0,1,0
35298,2656,3557,5,3,2,29,11.19,5.58,5.23,688520.0,10,901,241.45454545454547,0,0,1,0
35299,1510,3907,2,2,1,16,20.99,5.94,4.98,359857.0,3,2397,377.5,0,0,1,0
35300,2064,4891,3,1,2,12,11.52,8.09,2.27,388240.0,5,2827,344.0,0,0,0,1
35301,2083,3133,3,1,2,5,20.82,8.07,8.12,376233.0,5,1050,347.1666666666667,0,0,0,1
35302,1261,1746,1,3,3,24,24.36,5.65,4.98,189524.0,2,485,420.3333333333333,1,0,0,0
35303,1603,5135,2,3,1,20,4.99,6.39,2.67,370124.0,4,3532,320.6,0,0,0,1
35304,1498,2282,2,3,4,17,3.6,9.02,5.37,373897.0,4,784,299.6,0,1,0,0
35305,2023,2927,3,3,0,19,4.14,4.35,4.51,428459.0,5,904,337.1666666666667,0,1,0,0
35306,1723,2628,3,2,4,3,9.47,6.05,4.98,405904.0,5,905,287.1666666666667,0,0,1,0
35307,1351,3448,3,2,1,9,9.79,3.630000000000001,2.73,306300.0,5,2097,225.16666666666666,0,0,0,1
35308,1871,5637,3,2,0,21,24.36,5.84,3.91,359881.0,5,3766,311.8333333333333,0,0,0,1
35309,2004,3436,4,3,2,18,0.48,6.952173913043478,5.73,548885.0,7,1432,250.5,0,0,1,0
35310,2910,8618,5,1,0,10,14.28,6.952173913043478,5.1,703791.0,9,5708,291.0,0,0,0,0
35311,1841,2955,4,1,1,12,17.3,6.97,7.89,365334.0,8,1114,204.55555555555554,0,0,0,1
35312,1806,3584,3,2,1,34,4.94,7.51,1.63,466226.0,6,1778,258.0,0,0,0,0
35313,2057,2568,3,3,0,29,3.59,7.81,6.85,494784.0,6,511,293.85714285714283,0,0,0,1
35314,1230,3956,2,2,3,7,0.27,6.92,4.98,407215.0,3,2726,307.5,0,0,0,0
35315,765,2440,3,3,0,6,10.65,10.0,4.98,206929.0,5,1675,127.5,1,0,0,0
35316,1613,2501,2,1,0,54,4.34,8.66,4.98,419888.0,4,888,322.6,0,0,1,0
35317,2443,3360,5,3,0,42,6.48,6.97,5.83,459036.0,10,917,222.0909090909091,0,0,0,1
35318,2540,7519,4,2,1,36,4.23,6.7,4.5,433124.0,6,4979,362.85714285714283,1,0,0,0
35319,672,1664,1,2,0,10,24.36,6.09,8.16,114911.0,2,992,224.0,1,0,0,0
35320,2200,5010,3,1,0,69,1.26,5.66,6.3,623815.0,5,2810,366.6666666666667,0,0,1,0
35321,489,1605,1,3,0,0,4.03,5.33,1.71,148082.0,2,1116,163.0,0,1,0,0
35322,2076,6489,4,3,0,32,1.69,6.87,1.24,643216.0,7,4413,259.5,0,0,1,0
35323,2040,4081,4,3,3,52,2.77,9.43,8.15,391623.0,7,2041,255.0,1,0,0,0
35324,766,1505,2,3,0,38,2.96,6.952173913043478,5.59,174686.0,4,739,153.2,0,1,0,0
35325,2400,5474,4,3,2,22,4.34,9.66,4.98,619061.0,7,3074,300.0,0,0,0,1
35326,2846,7206,4,1,0,6,1.54,5.95,4.15,583661.0,7,4360,355.75,0,0,0,1
35327,1763,5697,3,2,0,0,1.8,6.952173913043478,6.37,352051.0,5,3934,293.8333333333333,1,0,0,0
35328,1885,5304,4,1,0,21,5.17,9.65,3.11,594697.0,8,3419,209.44444444444446,0,0,1,0
35329,2687,6561,4,1,1,27,13.75,6.952173913043478,6.18,324407.0,6,3874,383.85714285714283,1,0,0,0
35330,1124,3612,3,2,1,54,5.85,5.98,8.56,220588.0,5,2488,187.33333333333334,0,0,0,1
35331,1139,3532,2,3,0,80,1.26,5.62,4.53,230654.0,3,2393,284.75,0,1,0,0
35332,1296,3144,2,3,1,27,21.1,5.6,1.5,264396.0,4,1848,259.2,0,0,0,0
35333,1822,4975,4,1,1,3,14.68,8.51,4.98,607332.0,7,3153,227.75,0,0,1,0
35334,1821,2638,4,1,1,17,0.2,6.952173913043478,5.35,549498.0,7,817,227.625,0,1,0,0
35335,1468,3325,3,3,3,6,10.68,6.67,5.74,328496.0,6,1857,209.71428571428572,0,0,0,1
35336,1620,5067,3,3,0,31,2.0,8.31,6.81,416532.0,5,3447,270.0,0,0,0,0
35337,1476,4249,2,3,2,24,0.2,6.89,6.98,361379.0,3,2773,369.0,0,1,0,0
35338,1505,2405,1,1,1,3,1.8,9.99,5.32,331128.0,2,900,501.6666666666667,0,1,0,0
35339,1339,4108,1,1,3,5,1.18,8.22,4.43,370399.0,2,2769,446.3333333333333,0,0,1,0
35340,1344,1694,2,3,0,1,4.53,6.46,2.06,398127.0,3,350,336.0,0,1,0,0
35341,599,1789,2,1,1,10,4.03,4.09,8.24,172698.0,3,1190,149.75,0,0,1,0
35342,1666,5456,4,3,2,0,1.35,4.05,4.98,491995.0,8,3790,185.11111111111111,0,0,0,0
35343,627,1493,1,3,0,21,5.63,5.25,3.21,199406.0,2,866,209.0,0,0,1,0
35344,2250,6893,4,2,0,6,2.75,8.47,5.03,656824.0,7,4643,281.25,0,0,1,0
35345,1464,2651,1,2,3,14,5.24,6.952173913043478,3.93,307502.0,2,1187,488.0,0,0,0,1
35346,1728,5307,4,3,2,22,19.42,4.59,5.38,439744.0,7,3579,216.0,0,0,0,1
35347,1576,4756,2,1,0,6,2.2,8.23,4.98,442996.0,3,3180,394.0,0,1,0,0
35348,1654,3102,3,2,0,56,1.26,8.6,4.98,326187.0,5,1448,275.6666666666667,0,0,0,1
35349,2558,3126,5,1,0,22,1.44,10.0,6.3,651144.0,9,568,255.8,0,1,0,0
35350,989,1226,2,1,0,16,1.56,6.952173913043478,4.12,211791.0,4,237,197.8,1,0,0,0
35351,826,2232,1,3,1,49,1.89,8.03,8.61,153209.0,2,1406,275.3333333333333,0,0,0,1
35352,1872,6070,3,2,0,1,24.36,7.34,4.98,282156.0,6,4198,267.42857142857144,1,0,0,0
35353,1502,3056,3,2,1,17,12.1,5.93,5.85,311634.0,5,1554,250.33333333333334,0,0,0,1
35354,2016,5748,4,3,0,5,0.47,7.31,4.59,460231.0,6,3732,288.0,1,0,0,0
35355,2230,5804,3,3,1,14,0.94,3.630000000000001,4.5,402439.0,5,3574,371.6666666666667,0,0,0,1
35356,1136,2263,2,2,1,52,6.19,4.2,4.98,300104.0,3,1127,284.0,0,1,0,0
35357,2162,6194,3,3,1,4,0.2,7.24,8.68,520313.0,5,4032,360.3333333333333,0,0,1,0
35358,1187,1548,1,2,0,20,24.36,7.06,4.8,285732.0,2,361,395.6666666666667,0,0,0,0
35359,1845,6277,3,2,0,1,0.55,8.32,8.26,436663.0,4,4432,369.0,0,0,0,0
35360,1058,2597,2,2,0,1,24.25,7.32,3.51,302601.0,4,1539,211.6,0,0,1,0
35361,1879,4769,2,3,1,21,4.95,7.87,4.21,375400.0,3,2890,469.75,1,0,0,0
35362,1787,3987,4,3,0,9,2.93,7.45,4.39,525850.0,7,2200,223.375,0,0,0,0
35363,1138,1381,1,1,1,1,1.1,8.9,8.25,247119.0,2,243,379.3333333333333,0,0,0,1
35364,985,2833,2,2,1,15,5.93,6.952173913043478,1.0,325309.0,3,1848,246.25,0,1,0,0
35365,2250,4432,4,3,0,37,10.52,7.38,6.84,512990.0,7,2182,281.25,0,0,0,1
35366,1528,3400,4,1,0,4,3.09,6.34,5.9,492068.0,8,1872,169.77777777777777,0,0,1,0
35367,2407,4067,4,3,0,43,5.88,6.952173913043478,6.61,563946.0,7,1660,300.875,0,0,1,0
35368,1474,5080,2,2,1,9,1.01,4.48,3.95,368302.0,4,3606,294.8,0,1,0,0
35369,2581,7621,4,2,1,21,1.87,6.952173913043478,3.92,649057.0,8,5040,286.77777777777777,0,0,0,1
35370,1231,3088,1,2,2,3,24.36,6.952173913043478,5.06,336288.0,2,1857,410.3333333333333,0,0,0,1
35371,2684,9199,4,1,1,4,9.32,6.1,3.75,760187.0,8,6515,298.22222222222223,0,0,1,0
35372,1905,3388,3,3,2,11,0.92,7.17,6.43,412367.0,5,1483,317.5,0,0,0,1
35373,2040,6097,4,3,1,6,8.26,7.44,4.28,365396.0,7,4057,255.0,1,0,0,0
35374,1198,1455,2,3,2,40,0.39,7.82,9.57,219309.0,3,257,299.5,0,1,0,0
35375,2238,6604,3,2,0,66,0.34,5.03,4.43,434087.0,6,4366,319.7142857142857,1,0,0,0
35376,2258,7817,4,3,0,21,4.12,3.630000000000001,4.09,507339.0,7,5559,282.25,0,0,0,1
35377,1605,5297,4,1,0,9,3.24,6.952173913043478,6.21,395338.0,7,3692,200.625,0,0,0,1
35378,520,669,1,3,0,9,5.38,8.32,3.36,144382.0,2,149,173.33333333333334,0,0,0,1
35379,1132,1816,2,3,2,26,0.56,6.952173913043478,2.95,302164.0,3,684,283.0,0,0,0,1
35380,1132,1885,2,2,2,2,10.14,7.21,4.98,237339.0,3,753,283.0,0,0,0,1
35381,2070,3880,4,2,1,22,1.68,10.0,5.37,402032.0,7,1810,258.75,1,0,0,0
35382,1521,4154,3,1,0,4,12.07,6.952173913043478,8.06,398279.0,5,2633,253.5,0,0,1,0
35383,1533,5134,4,1,0,7,6.66,9.92,3.97,542836.0,7,3601,191.625,0,0,1,0
35384,1460,4034,2,1,1,80,5.64,5.06,5.35,251241.0,4,2574,292.0,1,0,0,0
35385,2682,3533,5,1,0,4,3.42,6.952173913043478,9.57,399406.0,9,851,268.2,1,0,0,0
35386,1827,4751,3,2,1,5,2.2,6.952173913043478,4.98,493881.0,5,2924,304.5,0,0,1,0
35387,1919,3134,2,2,0,24,1.22,7.11,2.48,366356.0,4,1215,383.8,0,0,0,1
35388,1428,2754,2,1,0,26,11.69,6.952173913043478,3.96,309240.0,3,1326,357.0,0,1,0,0
35389,1782,2967,5,3,2,11,16.68,5.08,2.84,405518.0,9,1185,178.2,0,0,0,1
35390,1215,3880,2,2,1,32,11.78,6.05,5.41,190163.0,3,2665,303.75,1,0,0,0
35391,2006,6901,3,3,0,7,24.14,4.06,4.51,312677.0,6,4895,286.57142857142856,1,0,0,0
35392,1112,2469,2,1,3,56,0.81,6.952173913043478,1.16,328248.0,3,1357,278.0,0,0,1,0
35393,2247,6337,3,3,0,18,2.02,6.6,4.26,581506.0,6,4090,321.0,0,1,0,0
35394,1359,4345,1,3,4,52,8.19,6.92,7.63,276273.0,2,2986,453.0,1,0,0,0
35395,2369,4776,2,1,2,12,5.13,7.82,1.64,591789.0,3,2407,592.25,0,0,1,0
35396,2944,5649,4,3,1,13,5.76,6.952173913043478,4.98,695185.0,7,2705,368.0,0,0,1,0
35397,1801,4031,3,3,1,13,2.25,7.74,4.61,396435.0,6,2230,257.2857142857143,1,0,0,0
35398,2587,4059,5,3,2,64,0.31,6.952173913043478,4.18,446787.0,10,1472,235.1818181818182,1,0,0,0
35399,2251,5117,3,2,1,22,1.67,6.07,8.17,487894.0,5,2866,375.1666666666667,0,0,0,1
35400,940,2423,2,3,1,1,7.94,6.952173913043478,7.88,268636.0,3,1483,235.0,0,0,1,0
35401,1867,2345,2,1,2,24,2.42,10.0,3.45,424363.0,3,478,466.75,0,0,0,1
35402,2101,4183,2,2,2,15,1.45,6.35,1.96,584567.0,3,2082,525.25,0,0,1,0
35403,2159,2982,4,3,0,26,6.96,6.952173913043478,4.98,453511.0,7,823,269.875,0,0,0,1
35404,1907,4114,4,2,1,22,2.45,5.83,2.24,418231.0,8,2207,211.88888888888889,1,0,0,0
35405,1899,4944,4,2,0,2,0.2,7.3,4.98,387621.0,7,3045,237.375,1,0,0,0
35406,1803,2263,4,3,0,37,0.36,8.39,6.83,314672.0,8,460,200.33333333333334,1,0,0,0
35407,1880,3100,4,2,1,2,4.2,7.26,7.22,308988.0,7,1220,235.0,1,0,0,0
35408,1066,2460,2,3,0,29,9.09,7.23,4.9,287973.0,3,1394,266.5,0,0,0,1
35409,1658,3993,2,2,0,23,20.8,5.77,6.99,340339.0,3,2335,414.5,0,0,0,0
35410,928,1452,2,1,1,10,2.64,6.952173913043478,8.91,229168.0,4,524,185.6,0,0,0,1
35411,1501,4832,2,1,1,18,11.74,5.83,3.83,398232.0,3,3331,375.25,0,0,0,1
35412,1446,2044,2,3,1,9,0.92,8.83,1.39,454186.0,3,598,361.5,0,0,1,0
35413,1407,2532,3,1,0,3,4.33,9.52,5.59,376025.0,5,1125,234.5,0,0,0,1
35414,1169,2262,3,1,0,41,3.46,7.25,5.05,313103.0,5,1093,194.83333333333334,0,0,1,0
35415,1962,2463,4,2,0,35,9.29,7.58,5.27,426942.0,7,501,245.25,0,0,0,1
35416,1609,3862,3,2,0,30,3.93,9.0,7.61,296731.0,5,2253,268.1666666666667,0,0,0,1
35417,1548,4828,3,3,0,5,4.92,7.72,7.4,524780.0,6,3280,221.14285714285714,0,0,0,0
35418,955,1166,2,1,1,0,5.14,5.54,5.49,160862.0,3,211,238.75,0,0,0,1
35419,1621,4585,4,1,2,4,3.21,6.952173913043478,6.07,489736.0,7,2964,202.625,0,0,1,0
35420,2487,6743,5,3,1,3,2.42,6.952173913043478,3.54,570408.0,9,4256,248.7,0,1,0,0
35421,2496,6952,4,3,0,1,6.0,6.952173913043478,1.78,428480.0,8,4456,277.3333333333333,1,0,0,0
35422,2024,3689,3,3,3,49,0.35,6.952173913043478,2.41,383381.0,4,1665,404.8,0,0,0,1
35423,1623,4151,3,1,1,13,15.09,6.952173913043478,6.86,384263.0,5,2528,270.5,0,0,0,1
35424,2135,3890,4,3,0,16,16.41,4.31,6.13,630567.0,8,1755,237.22222222222223,0,0,1,0
35425,1400,2307,3,1,0,4,11.48,5.88,4.98,351532.0,5,907,233.33333333333334,0,0,0,1
35426,1620,3560,2,3,1,5,2.36,6.952173913043478,5.69,466093.0,4,1940,324.0,0,0,0,0
35427,1354,2168,2,2,0,9,8.04,8.68,4.9,416967.0,4,814,270.8,0,0,1,0
35428,2345,4659,4,3,0,33,8.28,10.0,3.21,620309.0,7,2314,293.125,0,0,0,0
35429,2268,3852,3,1,1,40,12.01,6.53,3.73,320755.0,5,1584,378.0,1,0,0,0
35431,2839,6779,4,3,1,12,13.91,6.952173913043478,4.8,642319.0,7,3940,354.875,0,0,0,0
35432,2048,6865,3,2,3,28,8.94,9.06,1.92,339833.0,5,4817,341.3333333333333,1,0,0,0
35433,2014,5621,4,3,3,1,18.37,8.71,1.0,633730.0,7,3607,251.75,0,0,1,0
35434,1949,4502,4,1,0,40,6.02,5.03,6.17,545633.0,7,2553,243.625,0,0,1,0
35435,1043,2287,2,3,2,2,1.02,4.48,6.04,252693.0,4,1244,208.6,0,0,0,1
35436,1263,2838,3,2,1,9,2.18,7.45,4.98,446415.0,6,1575,180.42857142857142,0,0,0,0
35437,1767,3389,3,3,1,1,6.98,6.51,6.99,342214.0,6,1622,252.42857142857142,1,0,0,0
35438,1772,5210,3,2,3,46,2.87,5.24,6.22,353637.0,5,3438,295.3333333333333,0,0,0,1
35439,2154,5551,2,1,1,15,7.63,3.630000000000001,6.96,484311.0,3,3397,538.5,0,0,0,1
35440,1399,1979,2,3,1,32,5.88,9.4,2.77,287471.0,3,580,349.75,0,0,1,0
